Date,NetEvap,Sal,NetEvap_mmd
30/04/1900 00:00,-2.63E-09,0,0.2271
01/05/1900 00:00,-1.86E-08,0,1.611
02/05/1900 00:00,-1.74E-08,0,1.5002
03/05/1900 00:00,-2.03E-08,0,1.7532
04/05/1900 00:00,-1.85E-08,0,1.5944
05/05/1900 00:00,-1.85E-08,0,1.6
06/05/1900 00:00,-1.94E-08,0,1.6771
07/05/1900 00:00,-1.60E-08,0,1.3858
08/05/1900 00:00,1.45E-08,0,-1.253
09/05/1900 00:00,4.27E-09,0,-0.3692
10/05/1900 00:00,-1.51E-08,0,1.3086
11/05/1900 00:00,-9.26E-09,0,0.7997
12/05/1900 00:00,2.67E-08,0,-2.3029
13/05/1900 00:00,-1.34E-08,0,1.1613
14/05/1900 00:00,-1.03E-08,0,0.8905
15/05/1900 00:00,-1.50E-08,0,1.3
16/05/1900 00:00,3.59E-08,0,-3.0992
17/05/1900 00:00,1.99E-07,0,-17.2161
18/05/1900 00:00,1.19E-07,0,-10.2416
19/05/1900 00:00,7.14E-09,0,-0.6171
20/05/1900 00:00,1.66E-08,0,-1.4377
21/05/1900 00:00,9.50E-09,0,-0.8212
22/05/1900 00:00,-1.22E-08,0,1.0573
23/05/1900 00:00,-1.39E-08,0,1.2
24/05/1900 00:00,-1.13E-08,0,0.9747
25/05/1900 00:00,-1.28E-08,0,1.1053
26/05/1900 00:00,6.59E-09,0,-0.5697
27/05/1900 00:00,-2.66E-09,0,0.2295
28/05/1900 00:00,1.31E-08,0,-1.1359
29/05/1900 00:00,6.18E-09,0,-0.534
30/05/1900 00:00,-8.79E-09,0,0.7596
31/05/1900 00:00,-1.04E-08,0,0.9
01/06/1900 00:00,-4.58E-09,0,0.3959
02/06/1900 00:00,-6.50E-09,0,0.5612
03/06/1900 00:00,-9.82E-09,0,0.8488
04/06/1900 00:00,-9.70E-09,0,0.838
05/06/1900 00:00,-1.08E-08,0,0.93
06/06/1900 00:00,-7.11E-09,0,0.614
07/06/1900 00:00,-1.07E-08,0,0.9275
08/06/1900 00:00,-1.07E-08,0,0.9275
09/06/1900 00:00,-3.74E-09,0,0.3234
10/06/1900 00:00,-6.89E-09,0,0.5957
11/06/1900 00:00,-1.14E-08,0,0.988
12/06/1900 00:00,-1.16E-08,0,1
13/06/1900 00:00,-1.03E-08,0,0.8919
14/06/1900 00:00,8.05E-08,0,-6.9586
15/06/1900 00:00,-9.53E-09,0,0.8236
16/06/1900 00:00,6.21E-09,0,-0.5369
17/06/1900 00:00,-5.79E-09,0,0.5001
18/06/1900 00:00,8.11E-09,0,-0.701
19/06/1900 00:00,9.59E-09,0,-0.8285
20/06/1900 00:00,-9.07E-09,0,0.7835
21/06/1900 00:00,-4.70E-09,0,0.4064
22/06/1900 00:00,5.46E-08,0,-4.7148
23/06/1900 00:00,4.85E-08,0,-4.1895
24/06/1900 00:00,4.15E-08,0,-3.5866
25/06/1900 00:00,5.61E-08,0,-4.8453
26/06/1900 00:00,1.74E-08,0,-1.5063
27/06/1900 00:00,3.19E-08,0,-2.7565
28/06/1900 00:00,3.73E-08,0,-3.2185
29/06/1900 00:00,8.64E-09,0,-0.7465
30/06/1900 00:00,2.59E-08,0,-2.2341
01/07/1900 00:00,-1.06E-08,0,0.9132
02/07/1900 00:00,-1.32E-08,0,1.1384
03/07/1900 00:00,-8.20E-09,0,0.7088
04/07/1900 00:00,-3.89E-09,0,0.336
05/07/1900 00:00,-1.26E-08,0,1.0905
06/07/1900 00:00,-7.47E-09,0,0.6457
07/07/1900 00:00,-6.93E-09,0,0.5989
08/07/1900 00:00,-6.18E-09,0,0.534
09/07/1900 00:00,2.12E-08,0,-1.8301
10/07/1900 00:00,3.00E-08,0,-2.5938
11/07/1900 00:00,-2.72E-09,0,0.2352
12/07/1900 00:00,-7.19E-09,0,0.6212
13/07/1900 00:00,1.50E-08,0,-1.2999
14/07/1900 00:00,-5.47E-09,0,0.4726
15/07/1900 00:00,-8.78E-09,0,0.759
16/07/1900 00:00,-4.83E-09,0,0.4176
17/07/1900 00:00,9.62E-10,0,-0.0831
18/07/1900 00:00,6.52E-09,0,-0.5635
19/07/1900 00:00,-8.41E-09,0,0.7269
20/07/1900 00:00,-1.27E-08,0,1.1
21/07/1900 00:00,-1.13E-08,0,0.9742
22/07/1900 00:00,-9.41E-09,0,0.8132
23/07/1900 00:00,-1.07E-08,0,0.9275
24/07/1900 00:00,-2.06E-09,0,0.1781
25/07/1900 00:00,-2.73E-10,0,0.0236
26/07/1900 00:00,6.55E-10,0,-0.0566
27/07/1900 00:00,-9.65E-09,0,0.8339
28/07/1900 00:00,-9.78E-09,0,0.8452
29/07/1900 00:00,-1.62E-08,0,1.4
30/07/1900 00:00,-1.62E-08,0,1.4
31/07/1900 00:00,4.08E-09,0,-0.3523
01/08/1900 00:00,-1.32E-08,0,1.1362
02/08/1900 00:00,3.93E-08,0,-3.3945
03/08/1900 00:00,-1.42E-08,0,1.2262
04/08/1900 00:00,4.88E-09,0,-0.4212
05/08/1900 00:00,-1.91E-08,0,1.6477
06/08/1900 00:00,-1.85E-08,0,1.6
07/08/1900 00:00,-1.62E-08,0,1.4039
08/08/1900 00:00,6.22E-08,0,-5.3765
09/08/1900 00:00,-1.45E-09,0,0.125
10/08/1900 00:00,-1.50E-08,0,1.3
11/08/1900 00:00,-2.19E-08,0,1.888
12/08/1900 00:00,-1.43E-08,0,1.2345
13/08/1900 00:00,2.31E-08,0,-1.9973
14/08/1900 00:00,1.18E-08,0,-1.0156
15/08/1900 00:00,3.40E-08,0,-2.9361
16/08/1900 00:00,1.11E-07,0,-9.5754
17/08/1900 00:00,1.25E-08,0,-1.0767
18/08/1900 00:00,-1.77E-08,0,1.533
19/08/1900 00:00,1.01E-08,0,-0.8736
20/08/1900 00:00,-7.52E-09,0,0.6501
21/08/1900 00:00,-1.63E-08,0,1.4089
22/08/1900 00:00,1.25E-08,0,-1.0834
23/08/1900 00:00,2.10E-08,0,-1.8132
24/08/1900 00:00,-1.61E-08,0,1.3942
25/08/1900 00:00,-2.22E-08,0,1.9146
26/08/1900 00:00,2.99E-08,0,-2.5869
27/08/1900 00:00,-7.32E-09,0,0.6328
28/08/1900 00:00,1.97E-08,0,-1.7048
29/08/1900 00:00,-1.53E-08,0,1.3216
30/08/1900 00:00,2.86E-08,0,-2.4738
31/08/1900 00:00,5.03E-08,0,-4.3444
01/09/1900 00:00,-1.28E-08,0,1.1022
02/09/1900 00:00,-1.49E-08,0,1.2877
03/09/1900 00:00,-1.79E-08,0,1.5466
04/09/1900 00:00,-2.93E-08,0,2.5335
05/09/1900 00:00,-2.59E-08,0,2.2379
06/09/1900 00:00,-2.89E-08,0,2.5
07/09/1900 00:00,-1.95E-08,0,1.6813
08/09/1900 00:00,-2.43E-08,0,2.0973
09/09/1900 00:00,-1.74E-08,0,1.5074
10/09/1900 00:00,-2.97E-08,0,2.567
11/09/1900 00:00,1.01E-07,0,-8.696
12/09/1900 00:00,3.36E-08,0,-2.9065
13/09/1900 00:00,1.43E-08,0,-1.2336
14/09/1900 00:00,-1.56E-08,0,1.3436
15/09/1900 00:00,-2.09E-08,0,1.809
16/09/1900 00:00,-1.81E-08,0,1.5668
17/09/1900 00:00,-3.29E-08,0,2.8392
18/09/1900 00:00,-2.91E-08,0,2.5111
19/09/1900 00:00,-1.72E-08,0,1.4863
20/09/1900 00:00,-2.14E-08,0,1.8453
21/09/1900 00:00,-2.97E-09,0,0.2563
22/09/1900 00:00,-1.40E-08,0,1.2115
23/09/1900 00:00,1.04E-07,0,-9.0013
24/09/1900 00:00,3.07E-08,0,-2.6561
25/09/1900 00:00,-2.09E-08,0,1.808
26/09/1900 00:00,1.17E-08,0,-1.0151
27/09/1900 00:00,-1.97E-08,0,1.7043
28/09/1900 00:00,-1.51E-08,0,1.3087
29/09/1900 00:00,-3.55E-08,0,3.0715
30/09/1900 00:00,-3.97E-08,0,3.4314
01/10/1900 00:00,-4.69E-08,0,4.0479
02/10/1900 00:00,-2.37E-08,0,2.0496
03/10/1900 00:00,-4.01E-08,0,3.4662
04/10/1900 00:00,-1.59E-08,0,1.3727
05/10/1900 00:00,6.33E-09,0,-0.547
06/10/1900 00:00,-4.15E-08,0,3.5838
07/10/1900 00:00,-4.48E-08,0,3.8687
08/10/1900 00:00,-4.09E-08,0,3.5364
09/10/1900 00:00,-4.05E-08,0,3.4992
10/10/1900 00:00,-4.99E-08,0,4.3106
11/10/1900 00:00,-4.57E-08,0,3.9477
12/10/1900 00:00,-3.39E-08,0,2.9247
13/10/1900 00:00,-3.59E-08,0,3.0984
14/10/1900 00:00,-3.75E-08,0,3.2392
15/10/1900 00:00,-4.50E-08,0,3.8919
16/10/1900 00:00,-5.42E-08,0,4.6807
17/10/1900 00:00,-5.19E-08,0,4.4863
18/10/1900 00:00,-5.38E-08,0,4.6479
19/10/1900 00:00,-5.56E-08,0,4.8
20/10/1900 00:00,-5.33E-08,0,4.6078
21/10/1900 00:00,-5.20E-08,0,4.4907
22/10/1900 00:00,-3.29E-08,0,2.8408
23/10/1900 00:00,-3.17E-09,0,0.2743
24/10/1900 00:00,-4.47E-08,0,3.8635
25/10/1900 00:00,-5.66E-08,0,4.8863
26/10/1900 00:00,-5.33E-08,0,4.6039
27/10/1900 00:00,-5.20E-08,0,4.4925
28/10/1900 00:00,-2.95E-08,0,2.5515
29/10/1900 00:00,-2.79E-08,0,2.4144
30/10/1900 00:00,-3.54E-08,0,3.0577
31/10/1900 00:00,-3.21E-08,0,2.7772
01/11/1900 00:00,-4.93E-08,0,4.26
02/11/1900 00:00,-5.75E-08,0,4.9659
03/11/1900 00:00,-5.73E-08,0,4.955
04/11/1900 00:00,-6.05E-08,0,5.2233
05/11/1900 00:00,-5.02E-08,0,4.3357
06/11/1900 00:00,-5.34E-08,0,4.6155
07/11/1900 00:00,-5.38E-08,0,4.6479
08/11/1900 00:00,-6.18E-08,0,5.3384
09/11/1900 00:00,-6.01E-08,0,5.1889
10/11/1900 00:00,-6.06E-08,0,5.2346
11/11/1900 00:00,-6.56E-08,0,5.6687
12/11/1900 00:00,-6.45E-08,0,5.577
13/11/1900 00:00,-6.70E-08,0,5.7865
14/11/1900 00:00,-1.85E-08,0,1.5978
15/11/1900 00:00,-6.41E-08,0,5.5394
16/11/1900 00:00,-4.36E-08,0,3.7631
17/11/1900 00:00,7.16E-08,0,-6.1903
18/11/1900 00:00,-5.09E-08,0,4.3956
19/11/1900 00:00,-4.91E-08,0,4.2461
20/11/1900 00:00,-5.49E-08,0,4.7401
21/11/1900 00:00,-5.84E-08,0,5.044
22/11/1900 00:00,-6.78E-08,0,5.8603
23/11/1900 00:00,-7.15E-08,0,6.1768
24/11/1900 00:00,-7.54E-08,0,6.5158
25/11/1900 00:00,-6.77E-08,0,5.8488
26/11/1900 00:00,-7.36E-08,0,6.3605
27/11/1900 00:00,-5.93E-08,0,5.1204
28/11/1900 00:00,-6.96E-08,0,6.0138
29/11/1900 00:00,-6.58E-08,0,5.681
30/11/1900 00:00,-6.69E-08,0,5.7763
01/12/1900 00:00,-5.49E-08,0,4.744
02/12/1900 00:00,-7.89E-08,0,6.8131
03/12/1900 00:00,-1.83E-08,0,1.5792
04/12/1900 00:00,-4.32E-08,0,3.7346
05/12/1900 00:00,-5.38E-08,0,4.6479
06/12/1900 00:00,-6.26E-08,0,5.4085
07/12/1900 00:00,-7.57E-08,0,6.544
08/12/1900 00:00,-6.19E-08,0,5.344
09/12/1900 00:00,-6.19E-08,0,5.3488
10/12/1900 00:00,-6.86E-08,0,5.9275
11/12/1900 00:00,-6.35E-08,0,5.4825
12/12/1900 00:00,-5.85E-08,0,5.0555
13/12/1900 00:00,-4.96E-08,0,4.2884
14/12/1900 00:00,-6.08E-08,0,5.2541
15/12/1900 00:00,-6.65E-08,0,5.7432
16/12/1900 00:00,-6.59E-08,0,5.6937
17/12/1900 00:00,-6.24E-08,0,5.39
18/12/1900 00:00,-5.89E-08,0,5.0929
19/12/1900 00:00,-6.97E-08,0,6.0235
20/12/1900 00:00,-6.79E-08,0,5.8647
21/12/1900 00:00,-7.63E-08,0,6.5887
22/12/1900 00:00,-6.29E-08,0,5.4362
23/12/1900 00:00,-6.92E-08,0,5.9807
24/12/1900 00:00,-7.07E-08,0,6.1102
25/12/1900 00:00,-8.02E-08,0,6.9275
26/12/1900 00:00,-5.96E-08,0,5.1513
27/12/1900 00:00,-6.81E-08,0,5.8827
28/12/1900 00:00,-7.50E-08,0,6.4771
29/12/1900 00:00,-8.84E-08,0,7.6398
30/12/1900 00:00,-7.54E-08,0,6.5171
31/12/1900 00:00,-6.37E-08,0,5.5
01/01/1901 00:00,-6.18E-08,0,5.336
02/01/1901 00:00,-3.87E-08,0,3.3436
03/01/1901 00:00,-6.19E-08,0,5.3479
04/01/1901 00:00,-4.35E-08,0,3.7589
05/01/1901 00:00,-6.75E-08,0,5.836
06/01/1901 00:00,-6.30E-08,0,5.4418
07/01/1901 00:00,-5.71E-08,0,4.9317
08/01/1901 00:00,-6.12E-08,0,5.2839
09/01/1901 00:00,-6.29E-08,0,5.432
10/01/1901 00:00,-6.97E-08,0,6.0199
11/01/1901 00:00,-3.83E-08,0,3.3066
12/01/1901 00:00,-2.86E-08,0,2.4683
13/01/1901 00:00,-5.53E-08,0,4.7807
14/01/1901 00:00,-5.72E-08,0,4.944
15/01/1901 00:00,-4.44E-08,0,3.8324
16/01/1901 00:00,-6.69E-08,0,5.78
17/01/1901 00:00,-7.44E-08,0,6.4275
18/01/1901 00:00,-8.07E-08,0,6.9746
19/01/1901 00:00,-7.44E-08,0,6.4259
20/01/1901 00:00,-7.08E-08,0,6.1158
21/01/1901 00:00,-6.41E-08,0,5.5362
22/01/1901 00:00,-6.43E-08,0,5.5546
23/01/1901 00:00,-7.69E-08,0,6.6418
24/01/1901 00:00,-7.69E-08,0,6.6449
25/01/1901 00:00,-7.53E-08,0,6.5071
26/01/1901 00:00,-8.67E-09,0,0.7488
27/01/1901 00:00,-6.85E-08,0,5.9161
28/01/1901 00:00,-6.76E-08,0,5.8398
29/01/1901 00:00,-7.03E-08,0,6.0771
30/01/1901 00:00,-6.76E-08,0,5.8418
31/01/1901 00:00,-6.56E-08,0,5.6706
01/02/1901 00:00,-7.00E-08,0,6.044
02/02/1901 00:00,-6.46E-08,0,5.58
03/02/1901 00:00,-6.72E-08,0,5.8088
04/02/1901 00:00,-7.37E-08,0,6.369
05/02/1901 00:00,-7.16E-08,0,6.1863
06/02/1901 00:00,-8.48E-08,0,7.3275
07/02/1901 00:00,-6.52E-08,0,5.6362
08/02/1901 00:00,-5.22E-08,0,4.5087
09/02/1901 00:00,-4.77E-08,0,4.1197
10/02/1901 00:00,-4.95E-08,0,4.2794
11/02/1901 00:00,-7.39E-08,0,6.381
12/02/1901 00:00,-6.33E-08,0,5.4699
13/02/1901 00:00,-5.83E-08,0,5.0404
14/02/1901 00:00,-5.12E-08,0,4.4197
15/02/1901 00:00,-5.82E-08,0,5.0275
16/02/1901 00:00,-5.78E-08,0,4.9922
17/02/1901 00:00,-5.58E-08,0,4.8211
18/02/1901 00:00,-6.94E-08,0,5.9992
19/02/1901 00:00,-5.21E-08,0,4.5007
20/02/1901 00:00,-6.14E-08,0,5.3091
21/02/1901 00:00,-6.87E-08,0,5.9362
22/02/1901 00:00,-5.59E-08,0,4.8267
23/02/1901 00:00,-6.47E-08,0,5.5943
24/02/1901 00:00,-6.85E-08,0,5.9187
25/02/1901 00:00,-4.68E-08,0,4.0394
26/02/1901 00:00,-5.34E-08,0,4.6174
27/02/1901 00:00,-5.46E-08,0,4.7197
28/02/1901 00:00,-5.81E-08,0,5.0197
01/03/1901 00:00,-6.50E-08,0,5.613
02/03/1901 00:00,-5.14E-08,0,4.4431
03/03/1901 00:00,-5.05E-08,0,4.3642
04/03/1901 00:00,-3.76E-08,0,3.2492
05/03/1901 00:00,-5.22E-08,0,4.508
06/03/1901 00:00,-5.42E-08,0,4.6863
07/03/1901 00:00,-5.88E-08,0,5.0763
08/03/1901 00:00,-6.27E-08,0,5.4197
09/03/1901 00:00,-5.19E-08,0,4.4881
10/03/1901 00:00,-2.60E-08,0,2.2464
11/03/1901 00:00,-4.03E-08,0,3.4791
12/03/1901 00:00,-4.76E-08,0,4.1138
13/03/1901 00:00,-4.95E-08,0,4.2768
14/03/1901 00:00,-4.21E-08,0,3.6376
15/03/1901 00:00,-3.77E-08,0,3.2535
16/03/1901 00:00,-4.05E-08,0,3.4961
17/03/1901 00:00,-2.98E-08,0,2.579
18/03/1901 00:00,-3.55E-08,0,3.0698
19/03/1901 00:00,-3.87E-08,0,3.3442
20/03/1901 00:00,-4.11E-08,0,3.5541
21/03/1901 00:00,-3.34E-08,0,2.8864
22/03/1901 00:00,-2.81E-08,0,2.4309
23/03/1901 00:00,-2.38E-08,0,2.0579
24/03/1901 00:00,-3.89E-08,0,3.3589
25/03/1901 00:00,-3.79E-08,0,3.2759
26/03/1901 00:00,-4.27E-08,0,3.6922
27/03/1901 00:00,-4.29E-08,0,3.7039
28/03/1901 00:00,-3.96E-08,0,3.4219
29/03/1901 00:00,-3.62E-08,0,3.1267
30/03/1901 00:00,-2.16E-08,0,1.87
31/03/1901 00:00,-4.17E-08,0,3.6039
01/04/1901 00:00,-3.66E-08,0,3.1658
02/04/1901 00:00,4.11E-09,0,-0.3549
03/04/1901 00:00,2.93E-07,0,-25.3343
04/04/1901 00:00,-3.81E-08,0,3.2958
05/04/1901 00:00,-4.05E-08,0,3.5001
06/04/1901 00:00,-3.56E-08,0,3.0745
07/04/1901 00:00,-3.58E-08,0,3.0961
08/04/1901 00:00,-3.39E-08,0,2.9292
09/04/1901 00:00,-3.78E-08,0,3.2648
10/04/1901 00:00,-2.57E-08,0,2.2166
11/04/1901 00:00,-2.73E-08,0,2.3552
12/04/1901 00:00,-3.13E-08,0,2.7
13/04/1901 00:00,-3.09E-08,0,2.6725
14/04/1901 00:00,-2.22E-08,0,1.9195
15/04/1901 00:00,-1.86E-08,0,1.6069
16/04/1901 00:00,-2.42E-08,0,2.094
17/04/1901 00:00,-2.29E-08,0,1.9785
18/04/1901 00:00,-2.55E-08,0,2.2
19/04/1901 00:00,-2.06E-08,0,1.7786
20/04/1901 00:00,-1.86E-08,0,1.6042
21/04/1901 00:00,3.07E-08,0,-2.6525
22/04/1901 00:00,9.18E-10,0,-0.0793
23/04/1901 00:00,-1.32E-08,0,1.1412
24/04/1901 00:00,-1.74E-08,0,1.5
25/04/1901 00:00,-1.25E-08,0,1.0843
26/04/1901 00:00,-2.41E-08,0,2.0844
27/04/1901 00:00,-2.26E-08,0,1.955
28/04/1901 00:00,-2.21E-08,0,1.907
29/04/1901 00:00,-2.47E-08,0,2.133
30/04/1901 00:00,-2.62E-08,0,2.2614
01/05/1901 00:00,-2.31E-08,0,1.9922
02/05/1901 00:00,-2.31E-08,0,1.9975
03/05/1901 00:00,-2.20E-08,0,1.9
04/05/1901 00:00,-2.20E-08,0,1.9
05/05/1901 00:00,-2.31E-08,0,2
06/05/1901 00:00,-2.30E-08,0,1.988
07/05/1901 00:00,-2.11E-08,0,1.8247
08/05/1901 00:00,-1.46E-08,0,1.2625
09/05/1901 00:00,3.19E-08,0,-2.7559
10/05/1901 00:00,-4.86E-10,0,0.042
11/05/1901 00:00,-1.42E-08,0,1.2255
12/05/1901 00:00,-1.97E-08,0,1.7
13/05/1901 00:00,-1.74E-08,0,1.5
14/05/1901 00:00,-1.74E-08,0,1.5
15/05/1901 00:00,-1.62E-08,0,1.4039
16/05/1901 00:00,-1.74E-08,0,1.5
17/05/1901 00:00,-1.72E-08,0,1.488
18/05/1901 00:00,-1.85E-08,0,1.6
19/05/1901 00:00,-1.50E-08,0,1.3
20/05/1901 00:00,-1.54E-08,0,1.334
21/05/1901 00:00,-7.52E-10,0,0.065
22/05/1901 00:00,-1.39E-08,0,1.2
23/05/1901 00:00,-1.37E-08,0,1.1863
24/05/1901 00:00,-1.39E-08,0,1.2
25/05/1901 00:00,-1.45E-08,0,1.2516
26/05/1901 00:00,2.50E-08,0,-2.1631
27/05/1901 00:00,5.07E-08,0,-4.3811
28/05/1901 00:00,1.22E-07,0,-10.5107
29/05/1901 00:00,1.71E-09,0,-0.148
30/05/1901 00:00,-1.20E-08,0,1.0352
31/05/1901 00:00,2.47E-08,0,-2.1307
01/06/1901 00:00,1.25E-08,0,-1.0817
02/06/1901 00:00,-5.01E-09,0,0.4329
03/06/1901 00:00,1.95E-08,0,-1.6872
04/06/1901 00:00,-9.98E-09,0,0.862
05/06/1901 00:00,8.51E-08,0,-7.3502
06/06/1901 00:00,1.82E-07,0,-15.6878
07/06/1901 00:00,-6.47E-09,0,0.5586
08/06/1901 00:00,-1.24E-08,0,1.0754
09/06/1901 00:00,-8.83E-09,0,0.7633
10/06/1901 00:00,2.74E-08,0,-2.3653
11/06/1901 00:00,2.46E-08,0,-2.1237
12/06/1901 00:00,4.98E-08,0,-4.3054
13/06/1901 00:00,3.42E-08,0,-2.9527
14/06/1901 00:00,8.89E-08,0,-7.6792
15/06/1901 00:00,-9.00E-09,0,0.7775
16/06/1901 00:00,1.24E-07,0,-10.7566
17/06/1901 00:00,1.96E-07,0,-16.9571
18/06/1901 00:00,1.08E-07,0,-9.3361
19/06/1901 00:00,1.36E-07,0,-11.7881
20/06/1901 00:00,8.80E-08,0,-7.6029
21/06/1901 00:00,2.12E-08,0,-1.8275
22/06/1901 00:00,1.12E-08,0,-0.9684
23/06/1901 00:00,1.27E-09,0,-0.1097
24/06/1901 00:00,-1.08E-08,0,0.9335
