Date,A4261034,Goolwa,Mundoo,Boundary Creek,Ewe Island,Tauwitchere,Total
15/01/2017,0.795166667,49.98614098,38.6166687,5.377618823,11.08020022,9855.942415,9961.003044
16/01/2017,0.811666667,1353.666225,972.2704446,6.449130796,12.73743672,11362.35628,13707.47951
17/01/2017,0.765208333,1552.718686,1285.645268,4.175367232,11.29556309,9651.48249,12505.31737
18/01/2017,0.791,1179.705223,1333.912091,5.641323267,11.78735253,8234.052414,10765.0984
19/01/2017,0.844541667,1369.609894,1508.228135,7.0263603,14.02137297,10025.52793,12924.41369
20/01/2017,0.73,995.412834,1182.448036,3.57321925,9.956726621,7479.238912,9670.629728
21/01/2017,0.826208333,1304.769293,1424.755587,6.923397065,13.30727857,9614.178266,12363.93382
22/01/2017,0.825541667,1294.587475,1429.905825,6.882439657,13.58509831,10001.88255,12746.84339
23/01/2017,0.80075,1180.686754,1293.112081,4.666674894,12.28247695,9176.64138,11667.38937
24/01/2017,0.739625,943.513199,1028.516914,4.645458411,9.191055271,7145.865431,9131.732058
25/01/2017,0.815291667,1208.322662,1303.457802,5.803070049,12.33940285,8818.96667,11348.88961
26/01/2017,0.801416667,1169.623336,1304.45737,5.754822898,12.25560079,8875.461819,11367.55295
27/01/2017,0.8155,1216.02042,1347.95295,6.208300827,12.8819045,9319.409527,11902.4731
28/01/2017,0.789791667,1113.058232,1266.691025,5.094224547,11.78542776,8766.04652,11162.67543
29/01/2017,0.800416667,1138.230773,1297.251372,6.153327808,12.41449641,9116.157935,11570.2079
30/01/2017,0.748666667,945.4301661,1144.298329,2.836680688,10.46064182,7915.723395,10018.74921
31/01/2017,0.751541667,914.942763,1134.113741,4.133403722,10.23604445,7653.424951,9716.850903
1/02/2017,0.769625,1054.604314,1238.011792,3.80008827,11.55352198,8415.324153,10723.29387
2/02/2017,0.734708333,980.3676349,1204.475433,3.004679648,10.73299764,7974.8538,10173.43455
3/02/2017,0.745583333,1025.578042,1237.954527,3.641025341,11.27113567,8284.06806,10562.51279
4/02/2017,0.735916667,1005.121434,1237.951024,3.61979682,11.53510617,8582.348734,10840.57609
5/02/2017,0.737875,980.5841401,1192.507317,3.103487188,11.05325811,8213.446179,10400.69438
6/02/2017,0.761666667,1049.109566,1214.100594,4.858753629,11.05810371,7416.828942,9695.955959
7/02/2017,0.809416667,1245.875006,1454.815799,5.368769674,12.98195379,5733.094388,8452.135917
8/02/2017,0.775333333,1139.730276,1418.04843,4.972248168,12.8170736,3976.929484,6552.497511
9/02/2017,0.685916667,854.614252,1199.853748,1.733556457,9.617683648,2325.569647,4391.388887
10/02/2017,0.69825,570.1781303,738.0116119,1.856464738,10.30576312,1960.878507,3281.230477
11/02/2017,0.710541667,45.65143057,35.83725611,1.450036645,10.03182547,1852.651963,1945.622512
12/02/2017,0.632458333,34.46418177,27.87716085,1.08693363,7.07806886,1434.786164,1505.292509
13/02/2017,0.679416667,559.1998425,754.203255,2.017258227,9.327041092,1767.462473,3092.209869
14/02/2017,0.746,1028.544147,1264.769779,3.899988081,11.68998762,2107.09743,4416.001332
15/02/2017,0.696291667,904.8418466,1192.48438,2.674380513,10.57074182,2019.531423,4130.102772
16/02/2017,0.710291667,929.150027,1166.228566,2.372930451,10.52101579,1919.768797,4028.041336
17/02/2017,0.648625,479.6474455,625.4386914,1.185116684,7.859948165,1594.549092,2708.680294
18/02/2017,0.608333333,26.61314297,17.86940479,0.865641691,5.527303779,1264.065788,1314.941281
19/02/2017,0.6065,25.8387447,18.94370306,0.951652476,5.766161427,1226.702922,1278.203184
20/02/2017,0.698708333,553.4336353,669.0796048,2.352452439,9.662808831,1709.522703,2944.051204
21/02/2017,0.764875,1106.900888,1285.77741,5.031292096,12.49725958,2176.991739,4587.198589
22/02/2017,0.674,830.0614606,1053.333805,2.639236682,9.963911739,2029.220528,3925.218942
23/02/2017,0.630625,546.2661624,1079.197806,0.904547624,5.919015322,1293.446835,2925.734367
24/02/2017,0.686125,519.5571748,1062.934191,1.582685001,8.76234927,1549.015935,3141.852336
25/02/2017,0.713041667,44.87303126,32.15351416,2.04631138,9.554976475,1656.126158,1744.753992
26/02/2017,0.712041667,47.3148838,34.66720896,1.7821355,10.346761,1884.760491,1978.871481
27/02/2017,0.667791667,6080.951478,769.8473881,1.440812402,9.723190814,1836.571803,8698.534672
28/02/2017,0.700333333,9034.058564,1144.987172,1.927417401,10.50129291,1905.628183,12097.10263
1/03/2017,0.662833333,8086.654597,1041.313862,1.595882156,9.463915097,1765.959096,10904.98735
2/03/2017,0.578625,6610.877858,873.5257178,0.965401146,6.747577388,1341.149409,8833.265964
3/03/2017,0.61725,10352.44329,1054.545007,1.173696574,8.613977535,1597.935663,13014.71163
4/03/2017,0.587416667,10900.99302,976.9600484,1.026823387,7.472153664,1465.477685,13351.92973
5/03/2017,0.569041667,9996.004955,880.3007812,0.879128597,6.174302393,1232.168095,12115.52726
6/03/2017,0.588,10662.78677,944.9142579,0.987844947,7.118711132,1361.381634,12977.18922
7/03/2017,0.580125,7720.050996,953.3259575,0.983498049,7.350684497,3065.077205,11746.78834
8/03/2017,0.558333333,5463.293251,899.7581026,0.86453341,6.373436896,3919.530752,10289.82008
9/03/2017,0.551,5450.921234,900.4935181,0.821580335,6.086618649,3711.141322,10069.46427
10/03/2017,0.576208333,3686.706581,595.5614068,0.882553651,6.671926906,4941.250515,9231.072983
11/03/2017,0.599083333,32.79717332,24.83950304,0.943333529,7.134089535,7127.908637,7193.622736
12/03/2017,0.482583333,12.96521891,11.99670111,0.472055412,3.185692655,4483.240428,4511.860096
13/03/2017,0.56325,19.31826678,16.1539471,0.610946769,4.335102379,4327.603339,4368.021602
14/03/2017,0.583166667,1279.144247,556.8022973,0.904378446,6.819519582,5615.354946,7459.025388
15/03/2017,0.599,2276.207352,966.7727341,0.969639725,7.444994522,4311.126578,7562.521299
16/03/2017,0.457083333,970.0289328,332.137399,0.243186308,1.45041806,1181.709584,2485.569521
17/03/2017,0.611958333,2043.40891,803.6750262,0.850326932,6.346231128,2828.320674,5682.601167
18/03/2017,0.595791667,2229.29848,947.8727967,0.926770039,7.1364441,3315.369178,6500.603668
19/03/2017,0.583,2079.363506,880.6912107,0.832484552,6.380465853,3057.083383,6024.351049
20/03/2017,0.592583333,1290.643557,549.7027196,0.847032789,6.325961943,2978.268122,4825.787394
21/03/2017,0.581666667,23.75779552,19.63653917,0.74213188,5.380870735,2577.979503,2627.49684
22/03/2017,0.609583333,31.12538232,23.30740346,0.824112191,5.972594977,2596.567254,2657.796747
23/03/2017,0.599,869.2823208,388.4278776,0.90481045,6.89615376,3272.758844,4538.270007
24/03/2017,0.606083333,2504.326314,1062.631956,0.952658876,7.435321215,3528.910052,7104.256302
25/03/2017,0.557166667,2111.754881,906.7874191,0.753507286,5.833026869,3036.42023,6061.549064
26/03/2017,0.614666667,2268.994458,945.4989253,0.945463794,7.266974183,3361.458219,6584.16404
27/03/2017,0.495416667,1380.491362,502.223949,0.42641783,2.91805883,2024.322258,3910.382046
28/03/2017,0.550708333,584.0191943,327.1070119,0.468324827,3.558432833,2310.106507,3225.259471
29/03/2017,0.476541667,7.055397668,7.245107461,0.269800547,2.033681741,1295.411317,1312.015305
30/03/2017,0.482416667,5.745199745,5.292734487,0.187370255,1.002744471,490.3335264,502.5615753
31/03/2017,0.566208333,16.60847894,16.03131541,0.604639511,4.310208814,2223.879366,2261.434009
1/04/2017,0.545375,14.16166263,14.48238041,0.486919223,3.546625523,1895.354652,1928.03224
2/04/2017,0.599625,25.11196666,21.49436895,0.794757346,5.73828441,2601.43669,2654.576067
3/04/2017,0.610083333,851.9235422,574.1588002,0.892774434,6.726847353,2173.260908,3606.962872
4/04/2017,0.583666667,1540.869997,1022.682245,0.864112027,6.694877188,1663.755496,4234.866727
5/04/2017,0.5965,1559.533756,1033.567621,0.900048685,7.150647237,4026.631728,6627.783801
6/04/2017,0.587708333,1400.124137,929.7450648,0.835366551,6.608652001,6570.732916,8908.046136
7/04/2017,0.581375,945.8839176,619.8094114,0.841872756,6.564352967,4520.908638,6094.008193
8/04/2017,0.533916667,17.577203,17.29755298,0.590175214,4.37015298,20.05832886,59.89341304
9/04/2017,0.289458333,0,0.001807492,0.004086883,0.04062976,1.091449492,1.137973626
10/04/2017,0.499875,8.580176472,9.234746873,0.323701003,1.941466472,5.835885704,25.91597653
11/04/2017,0.577958333,22.3935654,22.22250141,0.746272105,5.649969168,21.37013848,72.38244657
12/04/2017,0.589208333,1875.256915,1312.712243,0.796478844,1088.239668,1123.209568,5400.214873
13/04/2017,0.567333333,1963.891237,20.85123184,0.71774698,1071.066924,1107.518659,4164.045799
14/04/2017,0.566958333,22.38173524,22.2466875,0.723355869,5.660773336,24.44697926,75.4595312
15/04/2017,0.5765,21.84380603,21.40164892,0.727225667,5.69384292,23.66150857,73.32803211
16/04/2017,0.563541667,19.27014705,20.09583666,0.656269454,5.038641552,21.799101,66.85999571
17/04/2017,0.602,26.94591419,25.48716347,0.879569936,6.80611262,27.24307481,87.36183502
18/04/2017,0.619208333,1091.992501,26.76535133,0.920512295,7.226633432,546.3126322,1673.217631
19/04/2017,0.617958333,2065.493118,26.71993663,0.929364176,7.231986621,997.7382061,3098.112611
20/04/2017,0.595291667,1935.452064,24.34872921,0.856052711,6.615260299,958.7977711,2926.069878
21/04/2017,0.572791667,1918.541646,23.83013653,0.79831505,5.912017071,898.1757537,2847.257869
22/04/2017,0.593791667,2206.07644,26.80643285,0.906401355,6.920046848,997.774491,3238.483812
23/04/2017,0.60475,2283.190963,28.38297125,0.944807259,7.248365328,1044.452459,3364.219566
24/04/2017,0.607375,708.0092057,27.93926385,0.959672553,7.220270223,1056.017745,1800.146157
25/04/2017,0.516,14.84680004,14.35257616,0.485941048,3.238400987,703.7833642,736.7070825
26/04/2017,0.393125,5.463574597,5.817692149,0.187104077,1.105475629,4.131362081,16.70520853
27/04/2017,0.577375,21.28710389,932.0203058,0.688416746,607.5113863,1737.781219,3299.288432
28/04/2017,0.562125,19.31401739,959.7764065,0.654989657,564.1381153,2372.064928,3915.948457
29/04/2017,0.594333333,23.7859735,23.36998512,0.788315905,5.889635612,25.3182876,79.15219774
30/04/2017,0.615291667,26.69284695,25.57848521,0.886393348,6.814946147,29.92243929,89.89511095
1/05/2017,0.582625,22.15622743,20.71905384,0.695373727,5.086614046,23.08218542,71.73945445
2/05/2017,0.580875,22.19815076,21.90348792,0.740616268,5.1009234,22.30332682,72.24650517
3/05/2017,0.626416667,1010.106703,719.4542467,1.025586629,7.671093044,751.1998854,2489.457515
4/05/2017,0.63775,1660.552011,368.3257098,1.068636377,8.152860181,1145.028428,3183.127645
5/05/2017,0.630458333,1136.752903,31.22819063,1.063992353,8.273909501,1428.51692,2605.835916
6/05/2017,0.565708333,22.77552856,21.92313064,0.735066401,5.166893793,1417.58872,1468.189339
7/05/2017,0.625375,33.76961749,28.39684395,0.99033811,7.398441417,1699.59259,1770.147831
8/05/2017,0.638333333,1029.110662,30.12814933,1.063843575,8.114245081,1384.188583,2452.605484
9/05/2017,0.6375,1675.222697,696.3790676,1.068232881,8.144134671,1155.585734,3536.399866
10/05/2017,0.630166667,1581.371315,1034.792447,1.027490311,7.957403487,1148.606985,3773.755641
11/05/2017,0.622708333,1313.961687,912.6138186,0.952578842,7.147162293,1064.964,3299.639246
12/05/2017,0.625625,1421.605938,935.8043182,0.986031189,7.322512012,1049.234603,3414.953403
13/05/2017,0.633833333,1540.696282,1008.669383,1.035832038,7.779954787,1104.318623,3662.500074
14/05/2017,0.637125,1537.46284,1008.815599,1.041540856,7.88808484,1125.996306,3681.20437
15/05/2017,0.651791667,1630.052454,1053.244133,1.247229847,8.497841918,1189.386394,3882.428053
16/05/2017,0.729208333,1863.18167,1181.849006,2.304343457,11.2652289,1496.326063,4554.926311
17/05/2017,0.694625,1359.835991,930.7539089,1.284252807,9.277232916,1302.607219,3603.758604
18/05/2017,0.681,4276.214489,922.4033704,1.194357738,8.449329206,1132.833609,6341.095156
19/05/2017,0.66575,11259.02965,990.2425924,1.193613133,8.822081475,1192.86125,13452.14919
20/05/2017,0.616541667,16496.10232,962.5043656,1.124601988,8.264762344,1158.896824,18626.89287
21/05/2017,0.6165,19110.34667,976.6202356,1.145828426,8.467519896,1156.682691,21253.26295
22/05/2017,0.642416667,17153.69769,982.6565554,1.492805862,9.443703646,1284.640252,19431.931
23/05/2017,0.598833333,5331.258237,393.3653347,0.862839427,6.05752575,952.0608402,6683.604777
24/05/2017,0.5885,14.89057396,13.34816684,0.604381868,4.02631285,714.9660713,747.8355068
25/05/2017,0.615666667,24.88342248,20.31831434,0.790365029,5.660251237,913.8810152,965.5333682
26/05/2017,0.657166667,29.7021673,14.17961214,0.958435424,7.265020269,666.4670586,718.5722937
27/05/2017,0.61625,24.42519283,0,0.804242833,6.051746492,33.6971429,64.97832506
28/05/2017,0.532041667,11.43458759,0,0.376115975,2.532435527,11.37911818,25.72225727
29/05/2017,0.639541667,27.14703269,0,0.843631881,6.19007594,29.61373211,63.79447262
30/05/2017,0.620416667,26.88878145,0,0.797674122,5.400911153,1285.309085,1318.396451
31/05/2017,0.679,663.9822856,0,1.22857808,9.086432556,2391.933267,3066.230563
1/06/2017,0.691791667,1943.157928,22.45915354,1.320550865,9.832871317,1329.70903,3306.479534
2/06/2017,0.703125,2027.40251,36.78055521,1.56045165,10.42532157,1431.054144,3507.222983
3/06/2017,0.696791667,1991.657472,36.2308,1.471018773,10.26752462,1422.853894,3462.48071
4/06/2017,0.674583333,1811.407559,33.70136903,1.237568598,9.31815184,1310.858134,3166.522782
5/06/2017,0.650583333,1607.361615,30.26955696,1.119075684,8.1872646,1188.099605,2835.037117
6/06/2017,0.667416667,1680.172594,31.51467467,1.191947538,8.748681454,1199.120234,2920.748132
7/06/2017,0.683708333,1809.888683,33.67797339,1.258032341,9.457089072,1299.288104,3153.569882
8/06/2017,0.658458333,1733.798035,32.1675423,1.1724074,8.783489031,1246.34968,3022.271154
9/06/2017,0.674,1770.411754,32.8786559,1.220461328,9.045852537,1269.530077,3083.086801
10/06/2017,0.67975,1821.787258,33.62537693,1.244464019,9.327144546,1296.098311,3162.082555
11/06/2017,0.67125,1710.713957,32.13322262,1.209784586,8.995147444,1285.814716,3038.866827
12/06/2017,0.659166667,1578.840571,30.30363303,1.117146807,8.355717472,1213.896156,2832.513224
13/06/2017,0.684791667,1729.327116,32.58997873,1.243739842,9.299793568,1273.480802,3045.94143
14/06/2017,0.685791667,1735.129938,32.87235033,1.294496126,9.390149173,1315.505126,3094.192059
15/06/2017,0.68525,1632.032023,31.38228465,1.197384478,8.890327946,1236.319562,2909.821582
16/06/2017,0.687791667,1611.0821,31.30676921,1.207764517,8.895088399,1229.309999,2881.801722
17/06/2017,0.67975,1620.718914,31.14865287,1.188932509,8.7698382,1199.703559,2861.529897
18/06/2017,0.671083333,1589.82989,30.64529745,1.15821236,8.489843675,1173.534401,2803.657645
19/06/2017,0.691833333,1636.12638,31.60108235,1.250504133,8.957398622,1211.865355,2889.80072
20/06/2017,0.686541667,1616.949152,31.58540449,1.234914101,8.895731204,1228.303345,2886.968547
21/06/2017,0.686125,1613.657751,31.02793919,1.195162696,8.664724499,1200.889167,2855.434745
22/06/2017,0.711291667,1737.822676,33.72811948,1.536207309,9.816479626,1324.249624,3107.153107
23/06/2017,0.686875,1024.517642,30.59555274,1.166832541,8.740935769,1237.467087,2302.48805
24/06/2017,0.692916667,31.53662433,25.03607369,0.870226595,7.335434575,1126.517115,1191.295474
25/06/2017,0.677791667,32.70432341,25.22205189,0.919373462,7.031725035,1099.444541,1165.322015
26/06/2017,0.699208333,37.93607023,30.79623857,1.297449084,8.732591679,1210.784198,1289.546547
27/06/2017,0.7145,1079.633506,32.80769026,1.519168605,9.4111408,1311.530952,2434.902458
28/06/2017,0.699666667,1684.338901,32.60634332,1.32077275,9.184169911,1277.128077,3004.578264
29/06/2017,0.66375,5642.921885,1705.417465,1.136017293,1743.265886,4861.519388,13954.26064
30/06/2017,0.71425,9064.150784,3743.394181,2.194597734,4136.900411,7141.51419,24088.15416
1/07/2017,0.7395,5869.47756,1700.170585,2.778596074,2146.137175,3908.929591,13627.49351
2/07/2017,0.764458333,1984.981457,38.60053194,3.457386175,11.92952647,1072.292045,3111.260947
3/07/2017,0.692041667,927.4068914,18.05882602,0.799650906,5.990362615,751.3267481,1703.582479
4/07/2017,0.650791667,348.4740416,7.167542681,0.295788273,2.26688709,348.9815697,707.1858293
5/07/2017,0.698916667,1203.44969,22.069407,1.010146803,6.27891102,626.5219831,1859.330138
6/07/2017,0.732708333,1024.640455,32.18501121,1.926339341,2670.445866,5112.931371,8842.129043
7/07/2017,0.669041667,20.56601025,155.4238294,0.5413239,2030.670875,4115.714074,6322.916113
8/07/2017,0.660625,26.27206382,693.5713604,0.823736739,5.839459504,614.5681475,1341.074768
9/07/2017,0.7095,36.27136915,928.24179,1.127586588,7.978782914,763.7385506,1737.358079
10/07/2017,0.726958333,1266.994181,1069.894532,1.670321857,471.8342495,871.1818723,3681.575157
11/07/2017,0.739875,2150.244661,1137.341451,2.554969792,897.6220251,920.1166853,5107.879792
12/07/2017,0.789083333,2338.041169,1852.834732,5.156050982,3482.485155,5618.040918,13296.55802
13/07/2017,0.733541667,2986.693466,3369.371953,1.965631475,5166.411007,9600.030576,21124.47263
14/07/2017,0.661875,1839.248114,2819.398746,0.782111595,2831.694553,5820.911265,13312.03479
15/07/2017,0.695833333,36.78757806,3761.769652,1.547576618,3879.781288,6958.817171,14638.70327
16/07/2017,0.7515,44.74499078,3044.570014,2.803639216,4995.545959,8936.948465,17024.61307
17/07/2017,0.651458333,20.10204007,14.90018551,0.599361095,1639.330799,3255.707333,4930.639718
18/07/2017,0.584958333,0.068273436,0.151824039,0,0.03510543,102.176252,102.4314549
19/07/2017,0.627541667,16.43206056,11.11648167,0.460651394,2.809299839,13.60452545,44.42301891
20/07/2017,0.747625,2225.068956,712.105947,3.217271718,10.24825776,4902.551821,7853.192253
21/07/2017,0.79425,2643.517334,850.7836337,5.709510993,12.64303202,10818.71383,14331.36734
22/07/2017,0.749,45.45964788,34.06765575,2.540195799,10.00065473,9443.075572,9535.143726
23/07/2017,0.699291667,32.23993382,24.35001467,1.535087391,6.965177763,7047.574274,7112.664488
24/07/2017,0.749958333,787.0269151,505.5657727,3.271854993,8.859413306,8314.519325,9619.243281
25/07/2017,0.717291667,1393.331614,636.3166096,1.512874546,7.602700578,7760.48449,9799.248289
26/07/2017,0.734,1537.296748,631.707958,3.116476481,8.230818071,7549.105868,9729.457869
27/07/2017,0.766333333,1824.591228,1593.977306,3.870824798,2687.903319,9261.851569,15372.19425
28/07/2017,0.770916667,1110.769501,1273.442315,6.281263923,3032.857053,5632.623721,11055.97385
29/07/2017,0.731541667,42.51734449,33.14414566,2.946668681,10.40751266,1049.378087,1138.393759
30/07/2017,0.666625,20.93933113,717.7435098,1.670694467,5.051638802,3661.908141,4407.313315
31/07/2017,0.740791667,768.8989153,1355.839688,2.396861056,288.441581,5970.910712,8386.487757
1/08/2017,0.772333333,1799.690122,1983.707227,4.467873137,870.71929,8354.589164,13013.17368
2/08/2017,0.793125,2067.044546,2245.791191,4.665930262,982.5368049,14013.79827,19313.83675
3/08/2017,0.762625,3824.595834,1828.2013,2.693668812,787.7241716,14999.98352,21443.19849
4/08/2017,0.682458333,3144.964007,1049.524404,1.518158001,453.8007588,9294.934256,13944.74158
5/08/2017,0.650083333,14.22927306,0,0.495069801,3.26086578,46.46568805,64.45089669
6/08/2017,0.578541667,5.562452918,0,0.188603314,1.255200131,9.333175504,16.33943187
7/08/2017,0.607291667,13.01397147,0,0.278390752,1.160748138,3.344263183,17.79737354
8/08/2017,0.761625,1937.149019,531.5809756,4.106298255,8.947719069,912.4117832,3394.195795
9/08/2017,0.820083333,4244.854549,1859.133298,9.455614135,13.12626272,5106.621714,11233.19144
10/08/2017,0.652708333,2408.736086,1322.309783,1.382454142,7.467971202,4225.507355,7965.403649
11/08/2017,0.660083333,22.03206039,17.3605275,0.80498124,5.229982841,376.9263623,422.3539143
12/08/2017,0.740375,34.80516512,25.90670129,1.273463049,8.108627199,1458.741187,1528.835144
13/08/2017,0.769666667,48.20277839,36.29188588,1.629262991,10.96402054,1865.573361,1962.661309
14/08/2017,0.758791667,5440.958197,1251.603937,1.570664642,10.44063936,6149.289592,12853.86303
15/08/2017,0.673,4467.983562,1107.468959,1.285812334,8.692766266,5597.370143,11182.80124
16/08/2017,0.5485,2.424108937,3.05323293,0.173359254,1.156939694,18.01060658,24.8182474
17/08/2017,0.54225,1.180215129,2.318164004,0.121825778,0.842604187,9.168443755,13.63125285
18/08/2017,0.53525,4.516488671,1.303009319,0.053323386,0.059389417,0,5.932210793
19/08/2017,0.7775,45.4009679,30.97541475,1.403301419,8.337662468,44.69648252,130.8138291
20/08/2017,0.87575,63.30708072,47.24583246,2.191166762,15.512226,134.943532,263.199838
21/08/2017,0.865083333,2883.478788,1165.498713,1.855404156,13.03218909,6499.653465,10563.51856
22/08/2017,0.755208333,5787.757786,1944.930119,3.568813008,9.91699163,7296.378246,15042.55196
23/08/2017,0.734958333,5513.841477,1856.410175,3.369115619,9.154911013,4122.075324,11504.851
24/08/2017,0.740041667,6141.835984,2051.583264,3.757327253,9.881434502,4106.526326,12313.58434
25/08/2017,0.76325,6763.606102,1494.701025,4.704791857,11.43442171,4834.771823,13109.21816
26/08/2017,0.742541667,6350.231888,37.0730965,3.258474174,10.81751197,4761.063436,11162.44441
27/08/2017,0.740166667,6124.450736,35.3129292,4.081122391,9.939232064,4093.210714,10266.99473
28/08/2017,0.757791667,5801.072989,713.696795,3.938270002,11.53773486,3861.310376,10391.55616
29/08/2017,0.740458333,4358.466482,1231.042532,3.268229256,1074.69624,2457.32744,9124.800924
30/08/2017,0.755333333,4186.275096,1298.894504,4.53577268,2070.173316,2110.190641,9670.069329
31/08/2017,0.808166667,4801.262975,1476.546107,8.440972575,2460.637376,2483.488225,11230.37566
1/09/2017,0.78675,3130.299762,4647.855992,4.300376274,4993.621278,5177.182948,17953.26036
2/09/2017,0.747416667,49.01029936,3800.674342,1.634844305,3730.66411,3886.249206,11468.2328
3/09/2017,0.496583333,7.951801874,9.396062937,0.33755525,2.186450792,25.54936582,45.42123667
4/09/2017,0.51275,0.910427105,0.288946101,0,0,4.837681979,6.037055185
5/09/2017,0.530958333,9.25010304,8.335424911,0.250186864,0.817707175,6.79430666,25.44772865
6/09/2017,0.667958333,29.33272536,1693.907106,0.907574597,5.498892228,1849.236785,3578.883083
7/09/2017,0.711458333,40.68507547,2853.910499,1.334339714,1975.837859,4004.801786,8876.569559
8/09/2017,0.740083333,1178.294423,37.27986193,3.864634023,1002.72163,1832.358629,4054.519178
9/09/2017,0.794166667,2189.065654,42.92079798,7.080580738,12.84646,1671.079791,3922.993283
